"","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
"266",31,"blue-collar","married","secondary","no",932,"yes","no","unknown",21,"may",229,2,-1,0,"unknown","0"
"267",48,"blue-collar","married","secondary","no",4259,"no","no","cellular",31,"jul",84,7,-1,0,"unknown","0"
"268",26,"blue-collar","single","secondary","no",65,"no","no","unknown",16,"may",161,3,-1,0,"unknown","0"
"269",30,"management","single","tertiary","no",167,"no","no","cellular",30,"jan",320,2,-1,0,"unknown","0"
"270",36,"management","married","secondary","no",1825,"yes","no","cellular",14,"may",24,1,346,1,"failure","0"
"271",46,"management","married","tertiary","no",0,"yes","no","cellular",17,"dec",155,1,199,2,"failure","0"
"272",56,"entrepreneur","married","tertiary","no",51439,"no","yes","cellular",8,"jul",325,1,-1,0,"unknown","0"
"273",61,"housemaid","married","tertiary","no",746,"no","no","cellular",7,"aug",108,4,-1,0,"unknown","0"
"274",39,"technician","single","secondary","no",-529,"yes","no","cellular",21,"nov",18,5,-1,0,"unknown","0"
"275",37,"technician","married","secondary","no",1309,"yes","no","cellular",28,"aug",77,4,-1,0,"unknown","0"
"276",45,"management","divorced","tertiary","no",347,"no","yes","cellular",28,"jan",53,1,-1,0,"unknown","0"
"277",28,"admin.","married","secondary","no",147,"yes","yes","cellular",26,"may",82,1,-1,0,"unknown","0"
"278",32,"blue-collar","single","secondary","no",1415,"yes","no","cellular",17,"apr",645,1,345,1,"failure","0"
"279",27,"management","married","tertiary","no",893,"no","no","cellular",16,"oct",154,2,-1,0,"unknown","1"
"280",31,"admin.","divorced","secondary","no",2980,"no","no","cellular",20,"apr",930,4,292,2,"other","0"
"281",56,"management","married","secondary","no",819,"no","no","unknown",9,"jun",55,1,-1,0,"unknown","0"
"282",36,"management","married","tertiary","no",1604,"yes","no","unknown",11,"jun",47,3,-1,0,"unknown","0"
"283",25,"blue-collar","married","secondary","no",-76,"yes","no","unknown",12,"may",241,3,-1,0,"unknown","0"
"284",27,"management","single","tertiary","no",20585,"no","no","cellular",23,"sep",299,1,100,1,"success","1"
"285",38,"technician","married","secondary","no",217,"no","yes","cellular",16,"jul",93,3,-1,0,"unknown","0"
"286",53,"blue-collar","married","secondary","yes",20,"yes","no","cellular",8,"may",273,1,-1,0,"unknown","0"
"287",37,"technician","married","secondary","no",3728,"no","no","unknown",20,"jun",55,4,-1,0,"unknown","0"
"288",37,"management","married","tertiary","no",0,"no","no","cellular",4,"aug",96,1,-1,0,"unknown","0"
"289",38,"admin.","single","tertiary","no",45789,"no","no","telephone",21,"jul",21,31,-1,0,"unknown","0"
"290",31,"management","single","tertiary","no",12857,"yes","no","cellular",6,"feb",158,1,92,1,"success","1"
"291",25,"student","single","secondary","no",319,"yes","no","cellular",20,"apr",48,3,-1,0,"unknown","0"
"292",41,"services","married","secondary","no",428,"no","no","cellular",31,"jul",38,2,-1,0,"unknown","0"
"293",39,"management","single","secondary","no",113,"yes","no","telephone",27,"aug",23,9,-1,0,"unknown","0"
"294",32,"admin.","single","secondary","no",540,"yes","no","cellular",21,"nov",379,2,-1,0,"unknown","0"
"295",53,"retired","divorced","secondary","no",-24,"no","no","unknown",11,"jun",303,1,-1,0,"unknown","0"
"296",45,"blue-collar","divorced","secondary","no",-705,"no","yes","unknown",3,"jul",111,1,-1,0,"unknown","0"
"297",35,"admin.","divorced","secondary","no",1085,"no","no","cellular",5,"jun",199,1,86,7,"success","1"
"298",28,"technician","single","secondary","no",113,"no","no","cellular",30,"apr",108,1,-1,0,"unknown","0"
"299",31,"technician","married","tertiary","no",79,"yes","no","cellular",20,"aug",78,12,-1,0,"unknown","0"
"300",37,"self-employed","divorced","secondary","no",3467,"no","no","unknown",9,"jun",185,2,-1,0,"unknown","0"
"301",50,"management","married","tertiary","no",3284,"yes","no","cellular",4,"feb",195,2,271,3,"failure","0"
"302",51,"entrepreneur","divorced","tertiary","no",23,"yes","no","cellular",18,"jul",177,3,-1,0,"unknown","0"
"303",24,"student","single","secondary","no",689,"no","no","cellular",8,"sep",630,1,-1,0,"unknown","1"
"304",32,"technician","single","secondary","no",540,"no","yes","cellular",29,"jan",750,1,-1,0,"unknown","1"
"305",51,"entrepreneur","married","unknown","no",29,"yes","no","cellular",24,"jul",162,1,-1,0,"unknown","0"
"306",39,"services","single","secondary","no",1048,"yes","no","cellular",15,"jun",108,1,32,1,"failure","0"
"307",32,"self-employed","divorced","primary","no",0,"yes","no","cellular",17,"apr",232,2,-1,0,"unknown","0"
"308",26,"student","single","secondary","no",5569,"no","no","cellular",2,"feb",236,1,-1,0,"unknown","0"
"309",39,"admin.","married","secondary","no",607,"yes","no","cellular",12,"may",454,2,364,3,"failure","1"
"310",47,"housemaid","married","secondary","no",0,"no","no","cellular",20,"aug",97,3,-1,0,"unknown","0"
"311",47,"housemaid","single","primary","no",2785,"yes","no","cellular",13,"may",570,1,-1,0,"unknown","1"
"312",48,"blue-collar","married","secondary","no",1596,"yes","no","unknown",14,"may",760,1,-1,0,"unknown","1"
"313",34,"management","married","tertiary","no",813,"yes","no","cellular",28,"may",114,3,-1,0,"unknown","0"
"314",51,"admin.","single","tertiary","no",16,"yes","no","cellular",30,"jan",158,1,-1,0,"unknown","0"
"315",43,"technician","married","secondary","no",764,"yes","no","cellular",18,"nov",164,5,127,5,"failure","0"
"316",36,"management","single","tertiary","no",1400,"yes","no","cellular",11,"may",608,3,-1,0,"unknown","1"
"317",36,"student","single","tertiary","no",129,"no","no","cellular",27,"oct",149,1,-1,0,"unknown","1"
"318",37,"management","married","tertiary","yes",-22,"no","no","cellular",29,"jan",128,1,-1,0,"unknown","0"
"319",60,"management","married","unknown","no",264,"no","no","telephone",1,"feb",265,1,-1,0,"unknown","1"
"320",85,"retired","married","unknown","no",1934,"no","no","telephone",12,"jan",140,1,-1,0,"unknown","0"
"321",30,"self-employed","married","tertiary","no",543,"yes","yes","unknown",4,"jun",1449,6,-1,0,"unknown","1"
"322",29,"unemployed","single","unknown","no",1584,"no","no","cellular",6,"sep",245,1,-1,0,"unknown","1"
"323",30,"technician","single","secondary","no",930,"no","no","cellular",2,"jul",396,1,-1,0,"unknown","1"
"324",39,"technician","single","secondary","no",4646,"yes","no","cellular",18,"nov",486,1,-1,0,"unknown","1"
"325",31,"housemaid","married","primary","no",46,"no","no","unknown",4,"jul",126,4,-1,0,"unknown","0"
"326",53,"retired","divorced","secondary","no",-172,"yes","yes","cellular",17,"apr",66,1,-1,0,"unknown","0"
"327",59,"retired","divorced","secondary","no",514,"no","no","cellular",3,"feb",261,1,-1,0,"unknown","1"
"328",35,"services","married","secondary","no",0,"no","no","unknown",30,"may",147,9,-1,0,"unknown","0"
"329",35,"technician","married","secondary","no",712,"yes","yes","cellular",22,"aug",97,5,-1,0,"unknown","0"
"330",37,"admin.","married","secondary","no",2061,"yes","yes","cellular",22,"jun",459,1,109,3,"failure","1"
"331",39,"unemployed","married","secondary","no",2245,"no","no","cellular",21,"nov",749,2,-1,0,"unknown","1"
"332",31,"blue-collar","single","secondary","no",-64,"no","no","cellular",21,"jul",37,1,-1,0,"unknown","0"
"333",42,"technician","divorced","secondary","no",58,"no","no","cellular",19,"aug",153,2,-1,0,"unknown","0"
"334",29,"student","single","secondary","no",314,"no","no","cellular",7,"dec",415,2,116,4,"failure","1"
"335",38,"management","divorced","tertiary","no",904,"yes","no","unknown",8,"may",475,1,-1,0,"unknown","0"
"336",35,"technician","single","tertiary","no",670,"no","no","cellular",13,"oct",301,2,-1,0,"unknown","1"
"337",47,"blue-collar","married","secondary","no",303,"no","no","unknown",11,"jun",261,1,-1,0,"unknown","0"
"338",43,"admin.","married","primary","no",392,"yes","yes","cellular",4,"feb",110,1,208,2,"failure","0"
"339",24,"services","married","secondary","no",4500,"yes","no","cellular",11,"may",733,2,-1,0,"unknown","1"
"340",36,"admin.","married","secondary","no",2061,"yes","yes","cellular",5,"mar",53,3,-1,0,"unknown","0"
"341",35,"management","married","tertiary","no",-4,"no","no","cellular",8,"aug",129,2,-1,0,"unknown","0"
"342",39,"blue-collar","married","secondary","no",0,"yes","no","cellular",13,"may",513,3,176,2,"failure","0"
"343",45,"blue-collar","married","primary","no",101,"yes","no","unknown",12,"may",460,5,-1,0,"unknown","1"
"344",84,"retired","married","secondary","no",81204,"no","no","telephone",1,"apr",390,1,94,3,"success","1"
"345",47,"admin.","divorced","secondary","no",207,"yes","no","cellular",2,"feb",244,1,271,4,"failure","0"
"346",35,"management","single","tertiary","no",331,"no","no","cellular",14,"aug",857,2,-1,0,"unknown","1"
"347",59,"blue-collar","married","primary","no",6271,"yes","no","cellular",25,"aug",102,5,-1,0,"unknown","0"
"348",31,"blue-collar","single","secondary","no",823,"no","no","unknown",26,"may",174,3,-1,0,"unknown","0"
"349",50,"self-employed","married","primary","no",0,"no","no","cellular",22,"aug",125,4,-1,0,"unknown","0"
"350",41,"entrepreneur","divorced","secondary","no",-29,"yes","no","cellular",10,"jul",188,1,-1,0,"unknown","0"
"351",33,"admin.","married","secondary","no",920,"no","no","cellular",16,"nov",130,1,95,2,"failure","1"
"352",54,"blue-collar","married","secondary","no",688,"yes","no","cellular",4,"feb",379,2,-1,0,"unknown","0"
"353",32,"management","married","tertiary","no",183,"yes","no","cellular",7,"aug",112,3,-1,0,"unknown","0"
"354",50,"management","married","tertiary","no",414,"yes","no","cellular",3,"apr",707,1,302,3,"failure","1"
"355",40,"technician","married","secondary","no",312,"no","no","cellular",25,"may",612,7,-1,0,"unknown","1"
"356",31,"technician","single","secondary","no",1970,"no","no","telephone",17,"apr",284,3,-1,0,"unknown","0"
"357",31,"entrepreneur","single","tertiary","no",206,"no","no","cellular",15,"jun",88,2,-1,0,"unknown","0"
"358",30,"technician","single","tertiary","no",4060,"no","no","cellular",3,"feb",179,1,93,1,"other","1"
"359",42,"blue-collar","married","secondary","no",413,"yes","no","cellular",11,"feb",456,2,184,2,"success","1"
"360",51,"technician","single","secondary","no",0,"yes","no","unknown",5,"may",364,2,-1,0,"unknown","0"
"361",51,"management","married","secondary","no",1250,"yes","no","cellular",12,"may",209,2,-1,0,"unknown","0"
"362",49,"blue-collar","married","primary","no",1119,"yes","no","unknown",20,"jun",493,1,-1,0,"unknown","0"
"363",35,"management","married","secondary","no",839,"yes","no","unknown",23,"may",50,3,-1,0,"unknown","0"
"364",39,"management","married","secondary","no",18,"yes","no","cellular",22,"may",230,1,-1,0,"unknown","0"
"365",36,"management","married","tertiary","no",925,"no","no","cellular",14,"dec",321,3,189,4,"success","1"
"366",28,"student","single","tertiary","no",0,"no","no","cellular",28,"sep",294,2,105,7,"other","1"
"367",38,"technician","single","secondary","no",283,"yes","no","unknown",26,"may",193,1,-1,0,"unknown","0"
"368",31,"student","single","unknown","no",2144,"yes","no","cellular",19,"nov",282,2,-1,0,"unknown","0"
"369",57,"retired","married","primary","yes",-1480,"yes","no","unknown",2,"jun",319,5,-1,0,"unknown","0"
"370",47,"housemaid","married","primary","no",823,"no","no","unknown",19,"jun",191,3,-1,0,"unknown","0"
"371",52,"management","married","secondary","no",335,"no","no","cellular",21,"oct",411,1,182,1,"failure","1"
"372",29,"management","single","tertiary","no",1808,"no","no","cellular",7,"jul",273,2,433,1,"success","1"
"373",30,"blue-collar","single","secondary","yes",239,"yes","no","unknown",21,"may",412,1,-1,0,"unknown","1"
"374",35,"technician","single","tertiary","no",1455,"yes","no","unknown",15,"may",70,6,-1,0,"unknown","0"
"375",39,"management","single","tertiary","no",668,"no","no","cellular",14,"aug",297,2,-1,0,"unknown","0"
"376",36,"admin.","married","secondary","no",0,"yes","no","cellular",21,"jul",93,7,-1,0,"unknown","0"
"377",38,"entrepreneur","divorced","secondary","no",1190,"yes","no","cellular",4,"jun",81,2,391,3,"failure","1"
"378",46,"blue-collar","married","primary","no",0,"no","no","cellular",22,"aug",65,2,-1,0,"unknown","0"
"379",33,"management","single","secondary","no",0,"no","no","cellular",26,"aug",99,2,-1,0,"unknown","0"
"380",33,"technician","married","tertiary","no",1699,"no","no","cellular",4,"aug",600,1,-1,0,"unknown","1"
"381",32,"management","single","tertiary","no",131,"yes","no","cellular",11,"aug",112,1,81,1,"other","0"
"382",41,"unemployed","single","secondary","no",169,"yes","no","cellular",11,"may",712,1,-1,0,"unknown","0"
"383",27,"admin.","single","tertiary","no",1993,"yes","no","cellular",5,"may",102,5,-1,0,"unknown","0"
"384",30,"admin.","single","secondary","no",313,"yes","no","cellular",4,"feb",1121,2,-1,0,"unknown","1"
"385",35,"blue-collar","married","primary","no",373,"no","no","cellular",17,"apr",335,2,-1,0,"unknown","0"
"386",28,"admin.","married","secondary","no",22,"yes","yes","cellular",14,"may",523,2,-1,0,"unknown","0"
"387",53,"blue-collar","married","primary","no",1388,"no","no","cellular",7,"aug",139,4,-1,0,"unknown","0"
"388",29,"management","married","tertiary","no",1713,"yes","no","cellular",4,"feb",227,2,-1,0,"unknown","0"
"389",33,"management","single","tertiary","no",0,"no","no","cellular",28,"aug",13,17,-1,0,"unknown","0"
"390",61,"retired","divorced","primary","no",3624,"no","no","cellular",25,"nov",342,1,-1,0,"unknown","1"
"391",46,"blue-collar","married","primary","no",1429,"yes","no","unknown",14,"may",91,1,-1,0,"unknown","0"
"392",31,"admin.","married","secondary","no",212,"yes","no","cellular",18,"jul",191,3,-1,0,"unknown","0"
"393",43,"blue-collar","married","primary","no",126,"yes","no","unknown",8,"may",170,2,-1,0,"unknown","0"
"394",41,"entrepreneur","married","secondary","no",1249,"yes","no","cellular",9,"jul",391,1,-1,0,"unknown","0"
"395",37,"entrepreneur","married","tertiary","no",836,"yes","no","unknown",27,"may",129,2,-1,0,"unknown","0"
"396",34,"blue-collar","married","primary","no",60,"yes","no","unknown",26,"may",23,10,-1,0,"unknown","0"
"397",29,"technician","married","secondary","no",273,"no","no","cellular",4,"feb",2775,2,-1,0,"unknown","1"
"398",38,"management","single","tertiary","no",83,"no","yes","telephone",15,"jul",32,7,-1,0,"unknown","0"
"399",29,"housemaid","married","secondary","no",85,"yes","no","cellular",14,"jul",76,2,-1,0,"unknown","0"
"400",43,"admin.","single","secondary","no",386,"no","no","cellular",12,"jul",220,3,529,1,"failure","1"
"401",42,"entrepreneur","married","secondary","no",2959,"yes","no","telephone",2,"jul",711,1,342,1,"failure","1"
"402",27,"blue-collar","single","secondary","yes",81,"no","yes","cellular",29,"jan",123,2,205,2,"success","0"
"403",39,"services","married","secondary","no",0,"yes","yes","unknown",21,"may",240,3,-1,0,"unknown","0"
"404",33,"self-employed","married","tertiary","no",3064,"no","no","cellular",20,"nov",309,1,-1,0,"unknown","0"
"405",31,"admin.","single","secondary","no",6042,"yes","no","unknown",19,"may",228,1,-1,0,"unknown","0"
"406",28,"technician","single","tertiary","no",3623,"no","no","cellular",10,"mar",261,1,-1,0,"unknown","1"
"407",27,"unemployed","single","tertiary","no",77,"no","no","cellular",12,"jul",305,4,77,1,"success","0"
"408",50,"technician","divorced","secondary","no",396,"no","no","unknown",20,"jun",716,2,-1,0,"unknown","1"
"409",41,"blue-collar","married","secondary","no",140,"yes","no","unknown",6,"may",311,3,-1,0,"unknown","0"
"410",39,"blue-collar","divorced","primary","no",4168,"yes","no","unknown",20,"jun",172,3,-1,0,"unknown","0"
"411",33,"management","married","tertiary","no",29,"yes","no","cellular",7,"may",549,1,-1,0,"unknown","0"
"412",42,"blue-collar","married","primary","no",-404,"yes","yes","cellular",10,"jul",562,1,-1,0,"unknown","0"
"413",30,"services","single","secondary","no",342,"yes","no","unknown",7,"may",206,2,-1,0,"unknown","0"
"414",29,"admin.","single","tertiary","no",507,"yes","no","unknown",20,"jun",20,33,-1,0,"unknown","0"
"415",29,"technician","single","tertiary","no",2485,"no","no","telephone",24,"jul",48,6,-1,0,"unknown","0"
"416",62,"self-employed","divorced","tertiary","no",6,"yes","no","cellular",13,"oct",216,1,183,4,"success","1"
"417",41,"admin.","divorced","secondary","no",6046,"yes","yes","telephone",15,"mar",300,6,182,2,"success","1"
"418",59,"blue-collar","married","primary","no",3062,"yes","no","cellular",14,"aug",87,2,-1,0,"unknown","0"
"419",35,"blue-collar","married","secondary","no",592,"yes","no","unknown",21,"may",74,1,-1,0,"unknown","0"
"420",41,"management","divorced","unknown","no",465,"yes","no","cellular",22,"jul",1508,1,-1,0,"unknown","1"
"421",29,"blue-collar","married","primary","no",5,"no","no","cellular",3,"jun",321,1,-1,0,"unknown","1"
