"","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome"
"278",38,"services","divorced","secondary","no",446,"yes","no","unknown",18,"jun",373,4,-1,0,"unknown"
"279",36,"blue-collar","married","unknown","no",17983,"yes","no","unknown",20,"may",100,1,-1,0,"unknown"
"280",45,"entrepreneur","married","secondary","no",781,"no","yes","cellular",17,"nov",652,2,126,2,"failure"
"281",37,"management","married","tertiary","no",1113,"no","no","cellular",2,"mar",229,1,182,1,"success"
"282",36,"blue-collar","married","secondary","no",56,"no","no","unknown",24,"jun",481,6,-1,0,"unknown"
"283",40,"admin.","married","secondary","no",-666,"yes","no","unknown",27,"may",107,2,-1,0,"unknown"
"284",40,"housemaid","married","primary","no",0,"no","no","cellular",28,"aug",16,20,-1,0,"unknown"
"285",26,"management","single","tertiary","no",199,"yes","no","cellular",7,"may",413,1,-1,0,"unknown"
"286",41,"management","married","tertiary","no",1072,"yes","no","cellular",7,"may",199,1,-1,0,"unknown"
"287",44,"management","married","tertiary","no",226,"yes","no","cellular",14,"aug",190,3,270,3,"failure"
"288",43,"management","married","tertiary","no",1791,"no","no","cellular",5,"aug",254,1,-1,0,"unknown"
"289",36,"unemployed","married","secondary","yes",-318,"yes","no","unknown",15,"may",133,2,-1,0,"unknown"
"290",70,"retired","married","secondary","no",2575,"no","no","telephone",20,"apr",216,2,-1,0,"unknown"
"291",39,"services","single","secondary","no",403,"yes","no","cellular",7,"may",1262,3,-1,0,"unknown"
"292",79,"retired","married","secondary","no",2661,"no","no","cellular",10,"nov",254,5,-1,0,"unknown"
"293",56,"management","married","primary","no",0,"no","no","cellular",3,"feb",996,1,-1,0,"unknown"
"294",31,"unemployed","divorced","tertiary","no",256,"yes","no","cellular",2,"feb",264,1,201,2,"success"
"295",58,"management","married","tertiary","no",4152,"yes","no","cellular",30,"apr",750,2,164,4,"other"
"296",46,"management","married","unknown","no",2466,"no","no","telephone",1,"apr",216,3,370,1,"failure"
"297",24,"student","single","secondary","no",4126,"no","no","cellular",5,"apr",907,4,185,7,"failure"
"298",40,"management","divorced","tertiary","no",862,"yes","no","cellular",13,"aug",98,2,-1,0,"unknown"
"299",53,"management","divorced","tertiary","no",2152,"no","no","cellular",13,"feb",75,3,-1,0,"unknown"
"300",42,"management","married","tertiary","no",-556,"yes","yes","cellular",8,"may",682,3,347,3,"failure"
"301",32,"management","single","tertiary","no",2,"yes","no","cellular",11,"sep",100,2,-1,0,"unknown"
"302",35,"blue-collar","married","secondary","no",1397,"yes","no","cellular",28,"jul",114,4,-1,0,"unknown"
"303",57,"admin.","married","secondary","no",1218,"no","no","cellular",29,"aug",214,7,-1,0,"unknown"
"304",23,"admin.","single","tertiary","no",314,"no","yes","cellular",8,"apr",142,4,-1,0,"unknown"
"305",39,"admin.","divorced","tertiary","no",1176,"no","no","cellular",22,"feb",327,1,-1,0,"unknown"
"306",55,"management","divorced","tertiary","no",2625,"yes","no","cellular",5,"may",286,1,252,3,"failure"
"307",34,"management","married","tertiary","no",3301,"yes","no","cellular",17,"sep",164,5,92,6,"success"
"308",51,"technician","married","tertiary","no",0,"no","no","cellular",2,"mar",539,2,-1,0,"unknown"
"309",32,"technician","single","unknown","no",317,"yes","no","unknown",21,"may",394,2,-1,0,"unknown"
"310",27,"technician","single","secondary","no",643,"no","no","telephone",14,"oct",301,1,93,1,"success"
"311",31,"technician","married","tertiary","no",120,"no","no","cellular",8,"aug",1000,1,-1,0,"unknown"
"312",46,"management","single","tertiary","no",-867,"yes","yes","unknown",21,"may",222,5,-1,0,"unknown"
"313",55,"entrepreneur","divorced","secondary","no",538,"yes","no","cellular",7,"aug",353,2,-1,0,"unknown"
"314",49,"admin.","married","secondary","no",3608,"yes","no","unknown",13,"nov",231,1,-1,0,"unknown"
"315",45,"blue-collar","married","secondary","no",221,"no","yes","cellular",25,"aug",153,4,-1,0,"unknown"
"316",35,"admin.","married","tertiary","no",286,"no","no","cellular",30,"apr",949,2,-1,0,"unknown"
"317",46,"blue-collar","married","primary","no",67,"no","no","unknown",24,"jun",9,1,-1,0,"unknown"
"318",27,"management","single","tertiary","no",1137,"yes","no","cellular",8,"may",26,1,-1,0,"unknown"
"319",37,"blue-collar","married","secondary","no",56,"yes","no","cellular",20,"apr",46,2,285,1,"failure"
"320",35,"technician","single","tertiary","no",7546,"yes","no","cellular",28,"aug",255,1,88,2,"other"
"321",58,"services","married","secondary","no",553,"no","yes","telephone",17,"jul",109,3,-1,0,"unknown"
"322",30,"services","married","secondary","no",48,"yes","no","cellular",31,"jul",662,13,-1,0,"unknown"
"323",58,"housemaid","married","primary","no",260,"yes","no","telephone",15,"may",71,5,364,3,"failure"
"324",25,"blue-collar","married","secondary","no",97,"yes","no","unknown",27,"may",709,1,-1,0,"unknown"
"325",37,"technician","married","secondary","no",1762,"no","no","cellular",16,"apr",334,2,-1,0,"unknown"
"326",36,"admin.","divorced","secondary","no",-811,"yes","no","cellular",12,"may",365,2,-1,0,"unknown"
"327",34,"technician","married","tertiary","no",1539,"yes","no","cellular",15,"jun",441,1,56,1,"other"
"328",62,"retired","married","secondary","no",569,"no","no","cellular",4,"aug",288,1,1,8,"success"
"329",39,"technician","single","tertiary","no",54,"yes","no","cellular",3,"apr",204,2,248,12,"failure"
"330",39,"management","married","tertiary","no",481,"no","no","cellular",7,"dec",929,5,189,1,"other"
"331",29,"blue-collar","married","secondary","no",210,"no","yes","cellular",22,"jul",518,1,-1,0,"unknown"
"332",36,"management","married","tertiary","no",625,"yes","no","cellular",18,"jul",1360,9,-1,0,"unknown"
"333",42,"management","married","tertiary","no",2816,"no","no","cellular",10,"nov",193,2,-1,0,"unknown"
"334",32,"technician","single","secondary","no",309,"yes","yes","cellular",16,"apr",346,1,234,3,"failure"
"335",79,"retired","married","secondary","no",723,"no","no","telephone",9,"sep",276,1,79,3,"failure"
"336",57,"unknown","married","primary","no",900,"no","no","cellular",8,"aug",169,4,-1,0,"unknown"
"337",41,"admin.","married","secondary","no",124,"yes","no","cellular",12,"may",191,3,-1,0,"unknown"
"338",76,"retired","divorced","primary","no",3049,"no","no","cellular",24,"mar",170,3,-1,0,"unknown"
"339",71,"retired","divorced","secondary","no",5584,"no","no","cellular",21,"aug",534,3,-1,0,"unknown"
"340",38,"management","married","tertiary","no",1223,"no","no","cellular",12,"aug",1092,5,-1,0,"unknown"
"341",35,"management","single","tertiary","no",688,"no","no","cellular",2,"feb",504,1,-1,0,"unknown"
"342",30,"services","single","secondary","no",495,"yes","no","cellular",21,"nov",641,1,-1,0,"unknown"
"343",50,"management","married","tertiary","no",1562,"yes","no","cellular",23,"jul",92,2,-1,0,"unknown"
"344",25,"management","married","unknown","no",448,"no","no","cellular",5,"feb",151,1,297,1,"success"
"345",34,"management","married","tertiary","no",0,"no","no","cellular",18,"aug",431,6,-1,0,"unknown"
"346",38,"services","married","secondary","no",1559,"no","no","unknown",16,"jun",162,1,-1,0,"unknown"
"347",57,"unknown","married","primary","no",900,"no","no","cellular",8,"aug",169,4,-1,0,"unknown"
"348",59,"self-employed","married","secondary","no",0,"no","no","cellular",18,"aug",203,4,-1,0,"unknown"
"349",44,"unemployed","married","secondary","no",0,"yes","no","cellular",2,"feb",699,1,272,1,"failure"
"350",40,"technician","divorced","tertiary","no",0,"no","no","unknown",17,"jun",522,1,-1,0,"unknown"
"351",38,"technician","divorced","secondary","no",902,"yes","no","cellular",4,"may",301,3,90,1,"success"
"352",77,"retired","married","primary","no",2590,"no","no","telephone",13,"nov",212,3,277,12,"failure"
"353",25,"student","single","unknown","no",1003,"no","no","cellular",12,"aug",361,1,-1,0,"unknown"
"354",57,"retired","married","secondary","no",1841,"no","no","telephone",5,"jun",302,1,-1,0,"unknown"
"355",50,"management","single","tertiary","no",0,"no","no","cellular",22,"aug",128,4,-1,0,"unknown"
"356",32,"student","single","unknown","no",2313,"yes","no","unknown",9,"jun",99,26,-1,0,"unknown"
"357",37,"management","single","secondary","no",45,"no","no","cellular",29,"aug",99,3,-1,0,"unknown"
"358",50,"technician","married","secondary","no",0,"yes","yes","cellular",18,"nov",126,2,-1,0,"unknown"
"359",32,"management","married","tertiary","no",0,"no","no","cellular",8,"aug",83,1,-1,0,"unknown"
"360",62,"self-employed","divorced","tertiary","no",6,"yes","no","cellular",13,"apr",103,1,182,3,"success"
"361",29,"housemaid","single","tertiary","no",453,"no","no","cellular",13,"aug",126,2,-1,0,"unknown"
"362",36,"unemployed","single","tertiary","no",1291,"no","no","cellular",30,"apr",195,1,86,1,"success"
"363",27,"services","single","secondary","no",54,"yes","no","unknown",28,"may",543,2,-1,0,"unknown"
"364",25,"technician","single","tertiary","no",1954,"yes","yes","cellular",13,"may",66,1,351,1,"failure"
"365",80,"retired","divorced","primary","no",235,"no","no","cellular",31,"mar",577,1,223,3,"other"
"366",36,"services","married","secondary","no",0,"yes","no","cellular",18,"nov",1093,2,-1,0,"unknown"
"367",31,"technician","single","tertiary","no",13711,"yes","no","cellular",20,"nov",1532,3,-1,0,"unknown"
"368",41,"technician","married","secondary","no",-508,"yes","yes","telephone",17,"jul",124,8,-1,0,"unknown"
"369",33,"services","single","secondary","no",170,"no","no","cellular",7,"jul",782,1,-1,0,"unknown"
"370",51,"technician","married","secondary","no",2402,"yes","no","unknown",29,"may",118,1,-1,0,"unknown"
"371",40,"services","married","secondary","no",181,"yes","no","unknown",16,"may",370,1,-1,0,"unknown"
"372",58,"retired","divorced","primary","no",2538,"yes","no","cellular",31,"jul",307,6,-1,0,"unknown"
"373",55,"blue-collar","married","secondary","no",1901,"no","no","cellular",18,"aug",143,4,-1,0,"unknown"
"374",47,"technician","married","tertiary","no",3690,"no","no","cellular",7,"aug",228,2,-1,0,"unknown"
"375",77,"retired","married","primary","no",2590,"no","no","telephone",13,"nov",212,3,277,12,"failure"
"376",60,"technician","married","secondary","no",0,"no","no","cellular",25,"may",641,4,-1,0,"unknown"
"377",81,"retired","married","primary","no",5220,"no","no","telephone",13,"nov",135,1,94,2,"other"
"378",40,"entrepreneur","divorced","secondary","no",2998,"yes","no","cellular",18,"jul",623,3,-1,0,"unknown"
"379",31,"self-employed","single","tertiary","no",3361,"no","no","cellular",19,"nov",457,2,-1,0,"unknown"
"380",32,"technician","single","secondary","no",4069,"yes","no","cellular",25,"jul",273,1,-1,0,"unknown"
"381",32,"management","divorced","tertiary","no",1145,"yes","no","cellular",11,"may",580,1,350,4,"success"
"382",58,"management","married","tertiary","no",541,"yes","no","cellular",8,"may",98,1,-1,0,"unknown"
"383",27,"technician","single","tertiary","no",401,"no","no","cellular",6,"aug",218,3,93,2,"success"
"384",59,"admin.","married","secondary","no",3735,"no","no","cellular",17,"jun",243,3,91,6,"success"
"385",25,"management","single","tertiary","no",6,"yes","yes","unknown",15,"may",225,1,-1,0,"unknown"
"386",33,"management","married","tertiary","no",968,"no","yes","cellular",28,"aug",95,10,-1,0,"unknown"
"387",40,"unemployed","divorced","secondary","no",1694,"no","no","cellular",12,"aug",473,6,-1,0,"unknown"
"388",26,"admin.","single","secondary","no",96,"yes","no","cellular",13,"may",612,2,348,3,"other"
"389",22,"student","single","secondary","no",364,"yes","no","unknown",15,"may",282,1,-1,0,"unknown"
"390",58,"housemaid","divorced","secondary","no",0,"no","no","cellular",2,"jul",478,2,-1,0,"unknown"
"391",46,"technician","married","secondary","no",57,"no","no","unknown",28,"may",796,1,-1,0,"unknown"
"392",39,"admin.","single","tertiary","no",22086,"no","no","cellular",4,"jun",160,1,-1,0,"unknown"
"393",33,"services","married","tertiary","no",597,"no","no","cellular",4,"feb",134,1,-1,0,"unknown"
"394",34,"technician","married","tertiary","no",7050,"no","no","cellular",7,"aug",130,1,-1,0,"unknown"
"395",29,"blue-collar","single","secondary","no",2,"yes","yes","cellular",21,"apr",379,5,-1,0,"unknown"
"396",60,"admin.","married","secondary","no",3735,"no","no","cellular",22,"sep",183,1,184,11,"success"
"397",52,"technician","married","tertiary","no",136,"yes","no","telephone",14,"may",46,2,287,10,"other"
"398",27,"admin.","single","secondary","no",261,"yes","yes","cellular",3,"jun",592,4,-1,0,"unknown"
"399",58,"management","married","tertiary","no",3342,"no","no","cellular",5,"feb",344,5,-1,0,"unknown"
"400",30,"management","single","tertiary","no",5389,"no","no","cellular",6,"aug",1456,3,-1,0,"unknown"
"401",27,"technician","single","secondary","no",337,"no","no","unknown",9,"jul",23,1,-1,0,"unknown"
"402",47,"retired","married","secondary","no",477,"no","no","unknown",16,"jun",68,3,-1,0,"unknown"
"403",35,"services","married","secondary","no",-50,"no","no","cellular",2,"feb",71,1,-1,0,"unknown"
"404",51,"housemaid","married","unknown","no",2337,"yes","no","cellular",16,"apr",251,2,266,3,"other"
"405",42,"technician","divorced","secondary","no",1689,"yes","no","cellular",31,"jul",50,2,-1,0,"unknown"
"406",46,"technician","divorced","secondary","yes",-11,"no","no","cellular",11,"aug",139,2,-1,0,"unknown"
"407",55,"technician","married","secondary","no",0,"yes","yes","cellular",2,"mar",116,1,-1,0,"unknown"
"408",30,"technician","single","tertiary","no",880,"yes","yes","unknown",19,"may",967,6,-1,0,"unknown"
"409",27,"management","single","tertiary","no",1,"yes","no","cellular",30,"jul",764,4,-1,0,"unknown"
"410",48,"blue-collar","divorced","secondary","no",1893,"no","no","telephone",29,"jul",538,3,-1,0,"unknown"
"411",47,"unemployed","divorced","secondary","no",0,"no","yes","cellular",30,"jan",127,2,233,8,"other"
"412",39,"housemaid","single","secondary","no",2022,"no","no","unknown",6,"jun",105,1,-1,0,"unknown"
"413",38,"admin.","divorced","secondary","no",4630,"yes","no","unknown",3,"jun",133,3,-1,0,"unknown"
"414",41,"entrepreneur","married","secondary","no",30,"no","no","cellular",30,"apr",460,1,-1,0,"unknown"
"415",32,"management","married","tertiary","no",1812,"no","no","cellular",4,"aug",296,1,182,4,"other"
"416",46,"management","divorced","tertiary","no",507,"yes","no","cellular",1,"apr",1196,1,-1,0,"unknown"
"417",48,"management","married","unknown","no",970,"no","no","cellular",31,"jul",67,2,-1,0,"unknown"
"418",36,"management","married","tertiary","no",96,"no","no","cellular",30,"jul",729,4,-1,0,"unknown"
"419",56,"retired","married","secondary","no",1044,"no","no","telephone",3,"jul",353,2,-1,0,"unknown"
"420",30,"technician","single","secondary","no",2573,"yes","no","unknown",5,"may",67,2,-1,0,"unknown"
"421",60,"housemaid","married","primary","no",0,"no","no","unknown",18,"jun",138,1,-1,0,"unknown"
"422",37,"management","divorced","tertiary","no",488,"yes","no","cellular",17,"sep",328,1,854,2,"failure"
"423",28,"services","divorced","secondary","no",9,"yes","no","cellular",4,"feb",306,1,-1,0,"unknown"
"424",38,"entrepreneur","single","secondary","no",2543,"no","no","cellular",10,"aug",223,1,414,4,"failure"
"425",48,"technician","married","secondary","yes",0,"no","no","unknown",30,"may",682,1,-1,0,"unknown"
"426",58,"admin.","married","secondary","no",169,"no","no","cellular",16,"nov",301,1,94,3,"failure"
"427",42,"management","married","tertiary","no",60,"no","no","cellular",6,"aug",426,3,-1,0,"unknown"
"428",37,"services","married","secondary","no",692,"yes","no","telephone",20,"nov",42,1,-1,0,"unknown"
"429",31,"technician","single","secondary","no",846,"no","no","cellular",26,"may",405,3,205,2,"failure"
"430",33,"entrepreneur","single","tertiary","no",138,"no","no","cellular",4,"feb",141,2,-1,0,"unknown"
"431",42,"management","married","tertiary","no",2816,"no","no","cellular",10,"nov",193,2,-1,0,"unknown"
"432",39,"housemaid","married","secondary","no",1444,"no","no","telephone",25,"jul",362,8,-1,0,"unknown"
"433",33,"blue-collar","married","secondary","no",-416,"yes","no","unknown",29,"may",431,2,-1,0,"unknown"
"434",53,"services","married","secondary","no",514,"yes","no","cellular",31,"jul",10,3,-1,0,"unknown"
"435",29,"technician","single","secondary","no",6,"no","no","cellular",25,"may",315,1,-1,0,"unknown"
"436",51,"technician","married","tertiary","no",0,"no","no","cellular",2,"mar",539,2,-1,0,"unknown"
"437",60,"admin.","married","secondary","no",106,"no","no","cellular",21,"aug",216,3,91,1,"success"
"438",67,"retired","married","secondary","no",1146,"no","no","cellular",13,"nov",259,1,92,2,"failure"
